Wall time,Step,Value
1598338283.217965,72,0.3254537880420685
1598338299.452265,73,0.3299156427383423
1598338315.769417,74,0.3218028247356415
1598338332.005151,75,0.3219907879829407
1598338348.294119,76,0.3223971426486969
1598338364.608039,77,0.325157105922699
1598338380.891383,78,0.3199862837791443
1598338397.213369,79,0.3086061477661133
1598338413.551279,80,0.3132694661617279
1598338431.145,81,0.32640087604522705
1598338447.405701,82,0.31457239389419556
1598338463.667359,83,0.3340663015842438
1598338479.95724,84,0.3276180624961853
1598338496.235297,85,0.3179531395435333
1598338512.498253,86,0.3134641647338867
1598338528.771643,87,0.3411943316459656
1598338545.054295,88,0.33266571164131165
1598338561.334057,89,0.32397690415382385
1598338577.693644,90,0.3368094861507416
1598338595.339486,91,0.3378926217556
1598338611.614057,92,0.33378395438194275
1598338627.909145,93,0.34453845024108887
1598338644.136996,94,0.3355337083339691
1598338660.440284,95,0.33328360319137573
1598338676.702629,96,0.3256834149360657
1598338693.00858,97,0.3373793959617615
1598338709.323531,98,0.33844634890556335
1598338725.607819,99,0.3326932489871979
1598338741.958244,100,0.3350035846233368
1598338759.877134,101,0.335588663816452
1598338776.196971,102,0.320639967918396
1598338792.425318,103,0.3201802968978882
1598338808.717606,104,0.3218306303024292
1598338824.991667,105,0.334372341632843
1598338841.304028,106,0.3268720507621765
1598338857.654018,107,0.3198930621147156
1598338873.921212,108,0.3343256413936615
1598338890.228535,109,0.323358952999115
1598338906.547015,110,0.3297509551048279
1598338924.183745,111,0.3287101984024048
1598338940.505005,112,0.3256484866142273
1598338956.789536,113,0.314342737197876
1598338973.056305,114,0.3208688497543335
1598338989.374041,115,0.3280095160007477
1598339005.633354,116,0.3481862246990204
1598339021.938415,117,0.32149040699005127
1598339038.190117,118,0.33810335397720337
1598339054.502948,119,0.33337023854255676
1598339070.805143,120,0.33845993876457214
1598339088.411143,121,0.3238919973373413
1598339104.678649,122,0.32356879115104675
1598339120.945933,123,0.3310217559337616
1598339137.267738,124,0.3360713720321655
1598339153.589453,125,0.33634132146835327
1598339169.895091,126,0.3466472923755646
1598339186.187636,127,0.34728944301605225
1598339202.498625,128,0.33114221692085266
1598339218.845982,129,0.33204782009124756
1598339235.196285,130,0.3381575345993042
1598339252.789681,131,0.3384971618652344
1598339269.027613,132,0.3454143702983856
1598339285.349133,133,0.34381362795829773
1598339301.690205,134,0.3588734269142151
1598339318.0001,135,0.3333008289337158
1598339334.266454,136,0.3495078980922699
1598339350.618136,137,0.3428162932395935
1598339366.862535,138,0.35174474120140076
1598339383.149854,139,0.34042248129844666
1598339399.424684,140,0.347735732793808
1598339417.164801,141,0.34017592668533325
1598339433.374671,142,0.35615313053131104
1598339449.608373,143,0.3572095036506653
1598339465.865381,144,0.3553968667984009
1598339482.094416,145,0.3586815595626831
1598339498.37261,146,0.3515392541885376
1598339514.666803,147,0.346807599067688
1598339530.984172,148,0.3321295380592346
1598339547.257162,149,0.3348108232021332
1598339563.597033,150,0.3459717035293579
1598339581.233368,151,0.357607364654541
1598339597.471759,152,0.35497647523880005
1598339613.771634,153,0.35859447717666626
1598339630.041663,154,0.3491010367870331
1598339646.432686,155,0.347859650850296
1598339662.78075,156,0.34373921155929565
1598339679.060543,157,0.36758947372436523
1598339695.413095,158,0.35100239515304565
1598339711.690376,159,0.3498423993587494
1598339727.98849,160,0.340402215719223
1598339745.5737,161,0.3570513129234314
1598339761.864524,162,0.36897167563438416
1598339778.178345,163,0.3725104331970215
1598339794.498015,164,0.36099493503570557
1598339810.794483,165,0.3858706057071686
1598339827.17037,166,0.3862285614013672
1598339843.482953,167,0.3565341532230377
1598339859.786624,168,0.3554045259952545
1598339876.109995,169,0.36066219210624695
1598339892.390468,170,0.37147071957588196
1598339910.218991,171,0.3674349784851074
1598339926.572373,172,0.36166855692863464
1598339942.828638,173,0.3588287830352783
1598339959.148179,174,0.366208016872406
1598339975.466926,175,0.3690088093280792
1598339991.695234,176,0.35912370681762695
1598340008.000743,177,0.3774597644805908
1598340024.282621,178,0.3716421127319336
1598340040.593186,179,0.36944490671157837
1598340056.856724,180,0.36821404099464417
1598340074.842917,181,0.37438979744911194
1598340091.145271,182,0.3672649562358856
1598340107.428584,183,0.36809849739074707
1598340123.751765,184,0.3808305561542511
1598340140.081868,185,0.3721998929977417
1598340156.475277,186,0.3640486001968384
1598340172.813036,187,0.38446247577667236
1598340189.202736,188,0.37526097893714905
1598340205.526917,189,0.3692456781864166
1598340221.870007,190,0.380513072013855
1598340239.797352,191,0.38211652636528015
1598340256.224158,192,0.3793427348136902
1598340272.682074,193,0.381669819355011
1598340289.09419,194,0.3837200999259949
1598340305.578708,195,0.3857055902481079
1598340322.043975,196,0.36107128858566284
1598340338.480574,197,0.39036107063293457
1598340354.992415,198,0.3981226980686188
1598340371.453472,199,0.3664258122444153
1598340387.943429,200,0.3584265410900116
1598340405.734784,201,0.3187134265899658
1598340422.17568,202,0.3793668746948242
1598340438.73329,203,0.3613116443157196
1598340455.206709,204,0.3544132709503174
1598340471.783311,205,0.3658178746700287
1598340488.344101,206,0.35342732071876526
1598340504.968926,207,0.3377796709537506
1598340521.517908,208,0.3322699964046478
1598340538.11212,209,0.3844374120235443
1598340554.66437,210,0.361533522605896
1598340572.559702,211,0.36701247096061707
1598340589.106206,212,0.360164999961853
1598340605.774235,213,0.3571089506149292
1598340622.433053,214,0.3403346538543701
1598340639.030886,215,0.34019047021865845
1598340655.657418,216,0.34615808725357056
1598340672.245719,217,0.3329657316207886
1598340688.88191,218,0.31628620624542236
1598340705.618048,219,0.3454267680644989
1598340722.337982,220,0.3136190176010132
1598340740.313867,221,0.32589977979660034
1598340756.985629,222,0.32414090633392334
1598340773.717315,223,0.3326656222343445
1598340790.368262,224,0.33967506885528564
1598340807.002552,225,0.3469400405883789
1598340823.751086,226,0.3378514349460602
1598340840.453331,227,0.366085946559906
1598340857.10083,228,0.35558179020881653
1598340873.819457,229,0.3640638589859009
1598340890.507774,230,0.35011962056159973
1598340908.467915,231,0.33472949266433716
1598340925.119455,232,0.3079462945461273
1598340941.878557,233,0.324942946434021
1598340958.54612,234,0.3362879157066345
1598340975.299439,235,0.31951987743377686
1598340992.000345,236,0.31083694100379944
1598341008.715818,237,0.34211087226867676
1598341025.469079,238,0.32582032680511475
1598341042.314236,239,0.320963978767395
1598341059.050893,240,0.3334043323993683
1598341077.130483,241,0.3211206793785095
1598341093.834526,242,0.32015904784202576
1598341110.595765,243,0.31584784388542175
1598341127.377189,244,0.32208847999572754
1598341144.157359,245,0.33379778265953064
1598341160.900561,246,0.3186684846878052
1598341177.584694,247,0.3089691698551178
1598341194.349948,248,0.3154745101928711
1598341211.184685,249,0.3011974096298218
1598341227.968458,250,0.3156290650367737
1598341246.13258,251,0.31327417492866516
1598341262.818139,252,0.30163970589637756
1598341279.59865,253,0.3122469186782837
1598341296.389127,254,0.31788957118988037
1598341313.180489,255,0.300741970539093
1598341329.965618,256,0.3107236623764038
1598341346.829558,257,0.31318381428718567
1598341363.62067,258,0.31024059653282166
1598341380.43594,259,0.29924511909484863
1598341397.281402,260,0.29930204153060913
1598341415.749852,261,0.30020493268966675
1598341432.539591,262,0.30929163098335266
1598341449.264977,263,0.3119351863861084
1598341466.048311,264,0.30252888798713684
1598341482.850942,265,0.3054025173187256
1598341499.643957,266,0.3009142279624939
1598341516.49991,267,0.3163740634918213
1598341533.286779,268,0.29960811138153076
1598341550.074923,269,0.29191407561302185
1598341566.930073,270,0.28926482796669006
1598341585.039124,271,0.2883836030960083
1598341601.896479,272,0.2878422141075134
1598341618.673648,273,0.2796623706817627
1598341635.483686,274,0.28049805760383606
1598341652.336837,275,0.27579644322395325
1598341669.145225,276,0.2761234939098358
1598341686.003184,277,0.2696434259414673
1598341702.840841,278,0.27179190516471863
1598341719.702691,279,0.26711952686309814
1598341736.558346,280,0.2696129381656647
1598341754.649316,281,0.2656538784503937
1598341771.507123,282,0.2676454782485962
1598341788.333691,283,0.2585200071334839
1598341805.196321,284,0.26147589087486267
1598341822.051438,285,0.25702911615371704
1598341838.903947,286,0.25505638122558594
1598341855.725748,287,0.24795971810817719
1598341872.641928,288,0.2454623430967331
1598341889.570709,289,0.24501138925552368
1598341906.477878,290,0.2467532455921173
1598341924.735713,291,0.24498479068279266
1598341941.605121,292,0.2505685091018677
1598341958.44534,293,0.24577204883098602
1598341975.356439,294,0.2427077293395996
1598341992.262114,295,0.24129986763000488
1598342009.171955,296,0.23932354152202606
1598342026.038962,297,0.24071508646011353
1598342042.983303,298,0.23356325924396515
1598342059.88247,299,0.22833281755447388
1598342076.83845,300,0.23802703619003296
1598342095.026712,301,0.2323562055826187
1598342111.912119,302,0.24144236743450165
1598342128.829533,303,0.23707157373428345
1598342145.712601,304,0.23425422608852386
1598342162.620421,305,0.23468521237373352
1598342179.535994,306,0.22707049548625946
1598342196.45002,307,0.22678031027317047
1598342213.370406,308,0.22315549850463867
1598342230.332748,309,0.2208372950553894
1598342247.291621,310,0.21752680838108063
1598342265.427324,311,0.2066919207572937
1598342282.295764,312,0.2140074372291565
1598342299.219142,313,0.21753853559494019
1598342316.09825,314,0.21734024584293365
1598342333.05796,315,0.21437086164951324
1598342349.99979,316,0.20813065767288208
1598342367.006579,317,0.2046741098165512
1598342383.966259,318,0.21069370210170746
1598342400.944338,319,0.2103300839662552
1598342417.88816,320,0.19973121583461761
1598342436.034367,321,0.20065633952617645
1598342452.909917,322,0.19901400804519653
1598342469.859094,323,0.1950029581785202
1598342486.814802,324,0.19985796511173248
1598342503.763936,325,0.19131158292293549
1598342520.7711,326,0.19482900202274323
1598342537.778761,327,0.19409173727035522
1598342554.762298,328,0.19515478610992432
1598342571.76548,329,0.19560159742832184
1598342588.674183,330,0.19110460579395294
1598342606.955535,331,0.19691263139247894
1598342623.897964,332,0.20092934370040894
1598342640.875483,333,0.19744402170181274
1598342657.899411,334,0.19292885065078735
1598342674.960281,335,0.19360093772411346
1598342691.964582,336,0.19000834226608276
1598342708.985636,337,0.16025906801223755
1598342725.939715,338,0.17498131096363068
1598342742.979306,339,0.17508386075496674
1598342759.94033,340,0.17324689030647278
1598342778.492312,341,0.1839579939842224
1598342795.511888,342,0.16922543942928314
1598342812.460889,343,0.1686965823173523
1598342829.493724,344,0.17392423748970032
1598342846.511808,345,0.17890475690364838
1598342863.555107,346,0.17181718349456787
1598342880.580087,347,0.16966740787029266
1598342897.597169,348,0.16973111033439636
1598342914.646221,349,0.17380757629871368
1598342931.672481,350,0.173972949385643
1598342949.950621,351,0.16623713076114655
1598342966.954187,352,0.1706710159778595
1598342984.00455,353,0.1686447113752365
1598343001.043427,354,0.17295967042446136
1598343018.046813,355,0.16753476858139038
1598343035.073109,356,0.16873131692409515
1598343052.125265,357,0.16728252172470093
1598343069.176628,358,0.16257232427597046
1598343086.267207,359,0.15391609072685242
1598343103.348031,360,0.16048921644687653
1598343121.852855,361,0.16059929132461548
1598343138.845551,362,0.15816491842269897
1598343155.909115,363,0.1677083522081375
1598343172.971848,364,0.1632203608751297
1598343190.021834,365,0.16405105590820312
1598343207.087177,366,0.1575833410024643
1598343224.207396,367,0.16165584325790405
1598343241.285989,368,0.16510054469108582
1598343258.357064,369,0.16235865652561188
1598343275.445667,370,0.16198453307151794
1598343293.948407,371,0.16197000443935394
1598343310.993467,372,0.1678631603717804
1598343328.080784,373,0.16518646478652954
1598343345.200637,374,0.16051357984542847
1598343362.287555,375,0.16530483961105347
1598343379.37664,376,0.16093851625919342
1598343396.52709,377,0.16198858618736267
1598343413.59231,378,0.15929153561592102
1598343430.72634,379,0.15686726570129395
1598343447.804069,380,0.16589327156543732
1598343466.194368,381,0.16405253112316132
1598343483.221485,382,0.16042359173297882
1598343500.359125,383,0.166140615940094
1598343517.429938,384,0.17184609174728394
1598343534.510916,385,0.16724374890327454
1598343551.590023,386,0.15824100375175476
1598343568.681495,387,0.15983417630195618
1598343585.80071,388,0.1643294394016266
1598343602.987147,389,0.1654406189918518
1598343620.09748,390,0.17052198946475983
1598343638.387896,391,0.16279688477516174
1598343655.477619,392,0.16893431544303894
1598343672.604313,393,0.17034003138542175
1598343689.721829,394,0.1740703284740448
1598343706.84398,395,0.174091175198555
1598343723.946892,396,0.17393502593040466
1598343741.09816,397,0.17501197755336761
1598343758.24235,398,0.1703864485025406
1598343775.341527,399,0.16599537432193756
